iter,t,x,y,theta,vx,vy
1559,38.975000,903.729148,1006.000000,3.141593,-1.800000,0.000000
1560,39.000000,902.836291,1006.000000,3.141593,-1.800000,0.000000
1561,39.025000,901.943434,1006.000000,3.141593,-1.800000,0.000000
1562,39.050000,901.050577,1006.000000,3.141593,-1.800000,0.000000
1563,39.075000,900.157720,1006.000000,3.141593,-1.800000,0.000000
1564,39.100000,899.264863,1006.000000,3.141593,-1.800000,0.000000
1565,39.125000,898.372006,1006.000000,3.141593,-1.800000,0.000000
1566,39.150000,897.479148,1006.000000,3.141593,-1.800000,0.000000
1567,39.175000,896.586291,1006.000000,3.141593,-1.800000,0.000000
1568,39.200000,895.693434,1006.000000,3.141593,-1.800000,0.000000
1569,39.225000,894.800577,1006.000000,3.141593,-1.800000,0.000000
1570,39.250000,893.907720,1006.000000,3.141593,-1.800000,0.000000
1571,39.275000,893.014863,1006.000000,3.141593,-1.800000,0.000000
1572,39.300000,892.122006,1006.000000,3.141593,-1.800000,0.000000
1573,39.325000,891.229148,1006.000000,3.141593,-1.800000,0.000000
1574,39.350000,890.336291,1006.000000,3.141593,-1.800000,0.000000
1575,39.375000,889.443434,1006.000000,3.141593,-1.800000,0.000000
1576,39.400000,888.550577,1006.000000,3.141593,-1.800000,0.000000
1577,39.425000,887.757971,1006.242029,2.845227,-1.721528,0.525683
1578,39.450000,887.126626,1006.873374,2.356194,-1.272792,1.272792
1579,39.475000,886.286219,1007.000000,2.992045,-1.779909,0.268183
1580,39.500000,885.393362,1007.000000,3.141593,-1.800000,0.000000
1581,39.525000,884.500505,1007.000000,3.141593,-1.800000,0.000000
1582,39.550000,883.607648,1007.000000,3.141593,-1.800000,0.000000
1583,39.575000,882.714791,1007.000000,3.141593,-1.800000,0.000000
1584,39.600000,881.821933,1007.000000,3.141593,-1.800000,0.000000
1585,39.625000,880.929076,1007.000000,3.141593,-1.800000,0.000000
1586,39.650000,880.036219,1007.000000,3.141593,-1.800000,0.000000
1587,39.675000,879.143362,1007.000000,3.141593,-1.800000,0.000000
1588,39.700000,878.250505,1007.000000,3.141593,-1.800000,0.000000
1589,39.725000,877.357648,1007.000000,3.141593,-1.800000,0.000000
1590,39.750000,876.464791,1007.000000,3.141593,-1.800000,0.000000
1591,39.775000,875.571933,1007.000000,3.141593,-1.800000,0.000000
1592,39.800000,874.679076,1007.000000,3.141593,-1.800000,0.000000
1593,39.825000,873.786219,1007.000000,3.141593,-1.800000,0.000000
1594,39.850000,872.893362,1007.000000,3.141593,-1.800000,0.000000
1595,39.875000,872.000505,1007.000000,3.141593,-1.800000,0.000000
1596,39.900000,871.107648,1007.000000,3.141593,-1.800000,0.000000
1597,39.925000,870.214791,1007.000000,3.141593,-1.800000,0.000000
1598,39.950000,869.321933,1007.000000,3.141593,-1.800000,0.000000
1599,39.975000,868.429076,1007.000000,3.141593,-1.800000,0.000000
1600,40.000000,867.536219,1007.000000,3.141593,-1.800000,0.000000
1601,40.025000,866.643362,1007.000000,3.141593,-1.800000,0.000000
1602,40.050000,865.750505,1007.000000,3.141593,-1.800000,0.000000
1603,40.075000,864.857648,1007.000000,3.141593,-1.800000,0.000000
1604,40.100000,863.964791,1007.000000,3.141593,-1.800000,0.000000
1605,40.125000,863.071933,1007.000000,3.141593,-1.800000,0.000000
1606,40.150000,862.179076,1007.000000,3.141593,-1.800000,0.000000
1607,40.175000,861.286219,1007.000000,3.141593,-1.800000,0.000000
1608,40.200000,860.393362,1007.000000,3.141593,-1.800000,0.000000
1609,40.225000,859.500505,1007.000000,3.141593,-1.800000,0.000000
1610,40.250000,858.607648,1007.000000,3.141593,-1.800000,0.000000
1611,40.275000,857.714791,1007.000000,3.141593,-1.800000,0.000000
1612,40.300000,856.821933,1007.000000,3.141593,-1.800000,0.000000
1613,40.325000,855.929076,1007.000000,3.141593,-1.800000,0.000000
1614,40.350000,855.036219,1007.000000,3.141593,-1.800000,0.000000
1615,40.375000,854.143362,1007.000000,3.141593,-1.800000,0.000000
1616,40.400000,853.250505,1007.000000,3.141593,-1.800000,0.000000
1617,40.425000,852.357648,1007.000000,3.141593,-1.800000,0.000000
1618,40.450000,851.464791,1007.000000,3.141593,-1.800000,0.000000
1619,40.475000,850.571933,1007.000000,3.141593,-1.800000,0.000000
1620,40.500000,849.679076,1007.000000,3.141593,-1.800000,0.000000
1621,40.525000,848.786219,1007.000000,3.141593,-1.800000,0.000000
1622,40.550000,847.893362,1007.000000,3.141593,-1.800000,0.000000
1623,40.575000,847.000505,1007.000000,3.141593,-1.800000,0.000000
1624,40.600000,846.107648,1007.000000,3.141593,-1.800000,0.000000
1625,40.625000,845.214791,1007.000000,3.141593,-1.800000,0.000000
1626,40.650000,844.321933,1007.000000,3.141593,-1.800000,0.000000
1627,40.675000,843.429076,1007.000000,3.141593,-1.800000,0.000000
1628,40.700000,842.536219,1007.000000,3.141593,-1.800000,0.000000
1629,40.725000,841.643362,1007.000000,3.141593,-1.800000,0.000000
1630,40.750000,840.750505,1007.000000,3.141593,-1.800000,0.000000
1631,40.775000,839.857648,1007.000000,3.141593,-1.800000,0.000000
1632,40.800000,838.964791,1007.000000,3.141593,-1.800000,0.000000
1633,40.825000,838.071933,1007.000000,3.141593,-1.800000,0.000000
1634,40.850000,837.179076,1007.000000,3.141593,-1.800000,0.000000
1635,40.875000,836.286219,1007.000000,3.141593,-1.800000,0.000000
1636,40.900000,835.393362,1007.000000,3.141593,-1.800000,0.000000
1637,40.925000,834.500505,1007.000000,3.141593,-1.800000,0.000000
1638,40.950000,833.607648,1007.000000,3.141593,-1.800000,0.000000
1639,40.975000,832.714791,1007.000000,3.141593,-1.800000,0.000000
1640,41.000000,831.821933,1007.000000,3.141593,-1.800000,0.000000
1641,41.025000,830.929076,1007.000000,3.141593,-1.800000,0.000000
1642,41.050000,830.036219,1007.000000,3.141593,-1.800000,0.000000
1643,41.075000,829.143362,1007.000000,3.141593,-1.800000,0.000000
1644,41.100000,828.250505,1007.000000,3.141593,-1.800000,0.000000
1645,41.125000,827.357648,1007.000000,3.141593,-1.800000,0.000000
1646,41.150000,826.464791,1007.000000,3.141593,-1.800000,0.000000
1647,41.175000,825.571933,1007.000000,3.141593,-1.800000,0.000000
1648,41.200000,824.679076,1007.000000,3.141593,-1.800000,0.000000
1649,41.225000,823.786219,1007.000000,3.141593,-1.800000,0.000000
1650,41.250000,822.893362,1007.000000,3.141593,-1.800000,0.000000
1651,41.275000,822.000505,1007.000000,3.141593,-1.800000,0.000000
1652,41.300000,821.107648,1007.000000,3.141593,-1.800000,0.000000
1653,41.325000,820.214791,1007.000000,3.141593,-1.800000,0.000000
1654,41.350000,819.321933,1007.000000,3.141593,-1.800000,0.000000
1655,41.375000,818.429076,1007.000000,3.141593,-1.800000,0.000000
1656,41.400000,817.536219,1007.000000,3.141593,-1.800000,0.000000
1657,41.425000,816.643362,1007.000000,3.141593,-1.800000,0.000000
1658,41.450000,815.750505,1007.000000,3.141593,-1.800000,0.000000
1659,41.475000,814.857648,1007.000000,3.141593,-1.800000,0.000000
1660,41.500000,813.964791,1007.000000,3.141593,-1.800000,0.000000
1661,41.525000,813.071933,1007.000000,3.141593,-1.800000,0.000000
1662,41.550000,812.179076,1007.000000,3.141593,-1.800000,0.000000
1663,41.575000,811.286219,1007.000000,3.141593,-1.800000,0.000000
1664,41.600000,810.393362,1007.000000,3.141593,-1.800000,0.000000
1665,41.625000,809.500505,1007.000000,3.141593,-1.800000,0.000000
1666,41.650000,808.607648,1007.000000,3.141593,-1.800000,0.000000
1667,41.675000,807.714791,1007.000000,3.141593,-1.800000,0.000000
1668,41.700000,806.821933,1007.000000,3.141593,-1.800000,0.000000
1669,41.725000,805.929076,1007.000000,3.141593,-1.800000,0.000000
1670,41.750000,805.036219,1007.000000,3.141593,-1.800000,0.000000
1671,41.775000,804.143362,1007.000000,3.141593,-1.800000,0.000000
1672,41.800000,803.250505,1007.000000,3.141593,-1.800000,0.000000
1673,41.825000,802.357648,1007.000000,3.141593,-1.800000,0.000000
1674,41.850000,801.464791,1007.000000,3.141593,-1.800000,0.000000
1675,41.875000,800.571933,1007.000000,3.141593,-1.800000,0.000000
1676,41.900000,799.679076,1007.000000,3.141593,-1.800000,0.000000
1677,41.925000,798.786219,1007.000000,3.141593,-1.800000,0.000000
1678,41.950000,797.893362,1007.000000,3.141593,-1.800000,0.000000
1679,41.975000,797.000505,1007.000000,3.141593,-1.800000,0.000000
1680,42.000000,796.107648,1007.000000,3.141593,-1.800000,0.000000
1681,42.025000,795.214791,1007.000000,3.141593,-1.800000,0.000000
1682,42.050000,794.321933,1007.000000,3.141593,-1.800000,0.000000
1683,42.075000,793.429076,1007.000000,3.141593,-1.800000,0.000000
1684,42.100000,792.536219,1007.000000,3.141593,-1.800000,0.000000
1685,42.125000,791.643362,1007.000000,3.141593,-1.800000,0.000000
1686,42.150000,790.750505,1007.000000,3.141593,-1.800000,0.000000
1687,42.175000,789.857648,1007.000000,3.141593,-1.800000,0.000000
1688,42.200000,788.964791,1007.000000,3.141593,-1.800000,0.000000
1689,42.225000,788.071933,1007.000000,3.141593,-1.800000,0.000000
1690,42.250000,787.179076,1007.000000,3.141593,-1.800000,0.000000
1691,42.275000,786.286219,1007.000000,3.141593,-1.800000,0.000000
1692,42.300000,785.393362,1007.000000,3.141593,-1.800000,0.000000
1693,42.325000,784.500505,1007.000000,3.141593,-1.800000,0.000000
1694,42.350000,783.607648,1007.000000,3.141593,-1.800000,0.000000
1695,42.375000,782.714791,1007.000000,3.141593,-1.800000,0.000000
1696,42.400000,781.821933,1007.000000,3.141593,-1.800000,0.000000
1697,42.425000,780.929076,1007.000000,3.141593,-1.800000,0.000000
1698,42.450000,780.036219,1007.000000,3.141593,-1.800000,0.000000
1699,42.475000,779.143362,1007.000000,3.141593,-1.800000,0.000000
1700,42.500000,778.250505,1007.000000,3.141593,-1.800000,0.000000
1701,42.525000,777.357648,1007.000000,3.141593,-1.800000,0.000000
1702,42.550000,776.464791,1007.000000,3.141593,-1.800000,0.000000
1703,42.575000,775.571933,1007.000000,3.141593,-1.800000,0.000000
1704,42.600000,774.679076,1007.000000,3.141593,-1.800000,0.000000
1705,42.625000,773.786219,1007.000000,3.141593,-1.800000,0.000000
1706,42.650000,772.893362,1007.000000,3.141593,-1.800000,0.000000
1707,42.675000,772.000505,1007.000000,3.141593,-1.800000,0.000000
1708,42.700000,771.107648,1007.000000,3.141593,-1.800000,0.000000
1709,42.725000,770.214791,1007.000000,3.141593,-1.800000,0.000000
1710,42.750000,769.321933,1007.000000,3.141593,-1.800000,0.000000
1711,42.775000,768.429076,1007.000000,3.141593,-1.800000,0.000000
1712,42.800000,767.536219,1007.000000,3.141593,-1.800000,0.000000
1713,42.825000,766.643362,1007.000000,3.141593,-1.800000,0.000000
1714,42.850000,765.750505,1007.000000,3.141593,-1.800000,0.000000
1715,42.875000,764.857648,1007.000000,3.141593,-1.800000,0.000000
1716,42.900000,763.964791,1007.000000,3.141593,-1.800000,0.000000
1717,42.925000,763.071933,1007.000000,3.141593,-1.800000,0.000000
1718,42.950000,762.179076,1007.000000,3.141593,-1.800000,0.000000
1719,42.975000,761.286219,1007.000000,3.141593,-1.800000,0.000000
1720,43.000000,760.393362,1007.000000,3.141593,-1.800000,0.000000
1721,43.025000,759.500505,1007.000000,3.141593,-1.800000,0.000000
1722,43.050000,758.607648,1007.000000,3.141593,-1.800000,0.000000
1723,43.075000,757.714791,1007.000000,3.141593,-1.800000,0.000000
1724,43.100000,756.821933,1007.000000,3.141593,-1.800000,0.000000
1725,43.125000,755.929076,1007.000000,3.141593,-1.800000,0.000000
1726,43.150000,755.036219,1007.000000,3.141593,-1.800000,0.000000
1727,43.175000,754.143362,1007.000000,3.141593,-1.800000,0.000000
1728,43.200000,753.250505,1007.000000,3.141593,-1.800000,0.000000
1729,43.225000,752.357648,1007.000000,3.141593,-1.800000,0.000000
1730,43.250000,751.464791,1007.000000,3.141593,-1.800000,0.000000
1731,43.275000,750.571933,1007.000000,3.141593,-1.800000,0.000000
1732,43.300000,749.773073,1006.773073,-2.864820,-1.731496,-0.491855
1733,43.325000,749.141727,1006.141727,-2.356194,-1.272792,-1.272792
1734,43.350000,748.307576,1006.000000,-2.973294,-1.774568,-0.301510
1735,43.375000,747.414718,1006.000000,3.141593,-1.800000,0.000000
1736,43.400000,746.521861,1006.000000,3.141593,-1.800000,0.000000
1737,43.425000,745.629004,1006.000000,3.141593,-1.800000,0.000000
1738,43.450000,744.736147,1006.000000,3.141593,-1.800000,0.000000
1739,43.475000,743.843290,1006.000000,3.141593,-1.800000,0.000000
1740,43.500000,742.950433,1006.000000,3.141593,-1.800000,0.000000
1741,43.525000,742.057576,1006.000000,3.141593,-1.800000,0.000000
1742,43.550000,741.164718,1006.000000,3.141593,-1.800000,0.000000
1743,43.575000,740.271861,1006.000000,3.141593,-1.800000,0.000000
1744,43.600000,739.379004,1006.000000,3.141593,-1.800000,0.000000
1745,43.625000,738.486147,1006.000000,3.141593,-1.800000,0.000000
1746,43.650000,737.593290,1006.000000,3.141593,-1.800000,0.000000
1747,43.675000,736.700433,1006.000000,3.141593,-1.800000,0.000000
1748,43.700000,735.807576,1006.000000,3.141593,-1.800000,0.000000
1749,43.725000,734.914718,1006.000000,3.141593,-1.800000,0.000000
1750,43.750000,734.021861,1006.000000,3.141593,-1.800000,0.000000
1751,43.775000,733.129004,1006.000000,3.141593,-1.800000,0.000000
1752,43.800000,732.236147,1006.000000,3.141593,-1.800000,0.000000
1753,43.825000,731.343290,1006.000000,3.141593,-1.800000,0.000000
1754,43.850000,730.450433,1006.000000,3.141593,-1.800000,0.000000
1755,43.875000,729.557576,1006.000000,3.141593,-1.800000,0.000000
1756,43.900000,728.664718,1006.000000,3.141593,-1.800000,0.000000
1757,43.925000,727.771861,1006.000000,3.141593,-1.800000,0.000000
1758,43.950000,726.879004,1006.000000,3.141593,-1.800000,0.000000
1759,43.975000,725.986147,1006.000000,3.141593,-1.800000,0.000000
1760,44.000000,725.093290,1006.000000,3.141593,-1.800000,0.000000
1761,44.025000,724.200433,1006.000000,3.141593,-1.800000,0.000000
1762,44.050000,723.307576,1006.000000,3.141593,-1.800000,0.000000
1763,44.075000,722.414718,1006.000000,3.141593,-1.800000,0.000000
1764,44.100000,721.521861,1006.000000,3.141593,-1.800000,0.000000
1765,44.125000,720.629004,1006.000000,3.141593,-1.800000,0.000000
1766,44.150000,719.736147,1006.000000,3.141593,-1.800000,0.000000
1767,44.175000,718.843290,1006.000000,3.141593,-1.800000,0.000000
1768,44.200000,717.950433,1006.000000,3.141593,-1.800000,0.000000
1769,44.225000,717.057576,1006.000000,3.141593,-1.800000,0.000000
1770,44.250000,716.409367,1005.409367,-2.402636,-1.330509,-1.212330
1771,44.275000,715.686075,1005.000000,-2.626566,-1.566503,-0.886605
1772,44.300000,714.793218,1005.000000,3.141593,-1.800000,0.000000
1773,44.325000,713.900361,1005.000000,3.141593,-1.800000,0.000000
1774,44.350000,713.007503,1005.000000,3.141593,-1.800000,0.000000
1775,44.375000,712.114646,1005.000000,3.141593,-1.800000,0.000000
1776,44.400000,711.221789,1005.000000,3.141593,-1.800000,0.000000
1777,44.425000,710.328932,1005.000000,3.141593,-1.800000,0.000000
1778,44.450000,709.436075,1005.000000,3.141593,-1.800000,0.000000
1779,44.475000,708.543218,1005.000000,3.141593,-1.800000,0.000000
1780,44.500000,707.650361,1005.000000,3.141593,-1.800000,0.000000
1781,44.525000,706.757503,1005.000000,3.141593,-1.800000,0.000000
1782,44.550000,705.864646,1005.000000,3.141593,-1.800000,0.000000
1783,44.575000,704.971789,1005.000000,3.141593,-1.800000,0.000000
1784,44.600000,704.078932,1005.000000,3.141593,-1.800000,0.000000
1785,44.625000,703.186075,1005.000000,3.141593,-1.800000,0.000000
1786,44.650000,702.293218,1005.000000,3.141593,-1.800000,0.000000
1787,44.675000,701.400361,1005.000000,3.141593,-1.800000,0.000000
1788,44.700000,700.507503,1005.000000,3.141593,-1.800000,0.000000
1789,44.725000,699.614646,1005.000000,3.141593,-1.800000,0.000000
1790,44.750000,698.721789,1005.000000,3.141593,-1.800000,0.000000
1791,44.775000,697.828932,1005.000000,3.141593,-1.800000,0.000000
1792,44.800000,696.936075,1005.000000,3.141593,-1.800000,0.000000
1793,44.825000,696.043218,1005.000000,3.141593,-1.800000,0.000000
1794,44.850000,695.150361,1005.000000,3.141593,-1.800000,0.000000
1795,44.875000,694.257503,1005.000000,3.141593,-1.800000,0.000000
1796,44.900000,693.364646,1005.000000,3.141593,-1.800000,0.000000
1797,44.925000,692.471789,1005.000000,3.141593,-1.800000,0.000000
1798,44.950000,691.578932,1005.000000,3.141593,-1.800000,0.000000
1799,44.975000,690.686075,1005.000000,3.141593,-1.800000,0.000000
1800,45.000000,689.793218,1005.000000,3.141593,-1.800000,0.000000
1801,45.025000,688.900361,1005.000000,3.141593,-1.800000,0.000000
1802,45.050000,688.007503,1005.000000,3.141593,-1.800000,0.000000
1803,45.075000,687.114646,1005.000000,3.141593,-1.800000,0.000000
1804,45.100000,686.221789,1005.000000,3.141593,-1.800000,0.000000
1805,45.125000,685.328932,1005.000000,3.141593,-1.800000,0.000000
1806,45.150000,684.436075,1005.000000,3.141593,-1.800000,0.000000
1807,45.175000,683.543218,1005.000000,3.141593,-1.800000,0.000000
1808,45.200000,682.650361,1005.000000,3.141593,-1.800000,0.000000
1809,45.225000,681.757503,1005.000000,3.141593,-1.800000,0.000000
1810,45.250000,680.864646,1005.000000,3.141593,-1.800000,0.000000
1811,45.275000,679.971789,1005.000000,3.141593,-1.800000,0.000000
1812,45.300000,679.078932,1005.000000,3.141593,-1.800000,0.000000
1813,45.325000,678.186075,1005.000000,3.141593,-1.800000,0.000000
1814,45.350000,677.293218,1005.000000,3.141593,-1.800000,0.000000
1815,45.375000,676.400361,1005.000000,3.141593,-1.800000,0.000000
1816,45.400000,675.507503,1005.000000,3.141593,-1.800000,0.000000
1817,45.425000,674.614646,1005.000000,3.141593,-1.800000,0.000000
1818,45.450000,673.721789,1005.000000,3.141593,-1.800000,0.000000
1819,45.475000,672.828932,1005.000000,3.141593,-1.800000,0.000000
1820,45.500000,671.936075,1005.000000,3.141593,-1.800000,0.000000
1821,45.525000,671.043218,1005.000000,3.141593,-1.800000,0.000000
1822,45.550000,670.150361,1005.000000,3.141593,-1.800000,0.000000
1823,45.575000,669.257503,1005.000000,3.141593,-1.800000,0.000000
1824,45.600000,668.364646,1005.000000,3.141593,-1.800000,0.000000
1825,45.625000,667.471789,1005.000000,3.141593,-1.800000,0.000000
1826,45.650000,666.578932,1005.000000,3.141593,-1.800000,0.000000
1827,45.675000,665.686075,1005.000000,3.141593,-1.800000,0.000000
1828,45.700000,664.793218,1005.000000,3.141593,-1.800000,0.000000
1829,45.725000,663.900361,1005.000000,3.141593,-1.800000,0.000000
1830,45.750000,663.007503,1005.000000,3.141593,-1.800000,0.000000
1831,45.775000,662.114646,1005.000000,3.141593,-1.800000,0.000000
1832,45.800000,661.221789,1005.000000,3.141593,-1.800000,0.000000
1833,45.825000,660.328932,1005.000000,3.141593,-1.800000,0.000000
1834,45.850000,659.436075,1005.000000,3.141593,-1.800000,0.000000
1835,45.875000,658.543218,1005.000000,3.141593,-1.800000,0.000000
1836,45.900000,657.650361,1005.000000,3.141593,-1.800000,0.000000
1837,45.925000,656.757503,1005.000000,3.141593,-1.800000,0.000000
1838,45.950000,655.864646,1005.000000,3.141593,-1.800000,0.000000
1839,45.975000,654.971789,1005.000000,3.141593,-1.800000,0.000000
1840,46.000000,654.078932,1005.000000,3.141593,-1.800000,0.000000
1841,46.025000,653.186075,1005.000000,3.141593,-1.800000,0.000000
1842,46.050000,652.293218,1005.000000,3.141593,-1.800000,0.000000
1843,46.075000,651.400361,1005.000000,3.141593,-1.800000,0.000000
1844,46.100000,650.507503,1005.000000,3.141593,-1.800000,0.000000
1845,46.125000,649.614646,1005.000000,3.141593,-1.800000,0.000000
1846,46.150000,648.721789,1005.000000,3.141593,-1.800000,0.000000
1847,46.175000,647.828932,1005.000000,3.141593,-1.800000,0.000000
1848,46.200000,646.936075,1005.000000,3.141593,-1.800000,0.000000
1849,46.225000,646.043218,1005.000000,3.141593,-1.800000,0.000000
1850,46.250000,645.150361,1005.000000,3.141593,-1.800000,0.000000
1851,46.275000,644.257503,1005.000000,3.141593,-1.800000,0.000000
1852,46.300000,643.364646,1005.000000,3.141593,-1.800000,0.000000
1853,46.325000,642.471789,1005.000000,3.141593,-1.800000,0.000000
1854,46.350000,641.578932,1005.000000,3.141593,-1.800000,0.000000
1855,46.375000,640.686075,1005.000000,3.141593,-1.800000,0.000000
1856,46.400000,639.793218,1005.000000,3.141593,-1.800000,0.000000
1857,46.425000,638.900361,1005.000000,3.141593,-1.800000,0.000000
1858,46.450000,638.007503,1005.000000,3.141593,-1.800000,0.000000
1859,46.475000,637.114646,1005.000000,3.141593,-1.800000,0.000000
1860,46.500000,636.221789,1005.000000,3.141593,-1.800000,0.000000
1861,46.525000,635.328932,1005.000000,3.141593,-1.800000,0.000000
1862,46.550000,634.436075,1005.000000,3.141593,-1.800000,0.000000
1863,46.575000,633.543218,1005.000000,3.141593,-1.800000,0.000000
1864,46.600000,632.650361,1005.000000,3.141593,-1.800000,0.000000
1865,46.625000,631.757503,1005.000000,3.141593,-1.800000,0.000000
1866,46.650000,630.864646,1005.000000,3.141593,-1.800000,0.000000
1867,46.675000,629.971789,1005.000000,3.141593,-1.800000,0.000000
1868,46.700000,629.078932,1005.000000,3.141593,-1.800000,0.000000
1869,46.725000,628.186075,1005.000000,3.141593,-1.800000,0.000000
1870,46.750000,627.293218,1005.000000,3.141593,-1.800000,0.000000
1871,46.775000,626.400361,1005.000000,3.141593,-1.800000,0.000000
1872,46.800000,625.507503,1005.000000,3.141593,-1.800000,0.000000
1873,46.825000,624.614646,1005.000000,3.141593,-1.800000,0.000000
1874,46.850000,623.721789,1005.000000,3.141593,-1.800000,0.000000
1875,46.875000,622.828932,1005.000000,3.141593,-1.800000,0.000000
1876,46.900000,621.936075,1005.000000,3.141593,-1.800000,0.000000
1877,46.925000,621.043218,1005.000000,3.141593,-1.800000,0.000000
1878,46.950000,620.150361,1005.000000,3.141593,-1.800000,0.000000
1879,46.975000,619.257503,1005.000000,3.141593,-1.800000,0.000000
1880,47.000000,618.364646,1005.000000,3.141593,-1.800000,0.000000
1881,47.025000,617.471789,1005.000000,3.141593,-1.800000,0.000000
1882,47.050000,616.578932,1005.000000,3.141593,-1.800000,0.000000
1883,47.075000,615.686075,1005.000000,3.141593,-1.800000,0.000000
1884,47.100000,614.793218,1005.000000,3.141593,-1.800000,0.000000
1885,47.125000,613.900361,1005.000000,3.141593,-1.800000,0.000000
1886,47.150000,613.007503,1005.000000,3.141593,-1.800000,0.000000
1887,47.175000,612.114646,1005.000000,3.141593,-1.800000,0.000000
1888,47.200000,611.449722,1004.449722,-2.450259,-1.386714,-1.147617
1889,47.225000,610.743146,1004.000000,-2.574780,-1.518510,-0.966502
1890,47.250000,609.850288,1004.000000,3.141593,-1.800000,0.000000
1891,47.275000,608.957431,1004.000000,3.141593,-1.800000,0.000000
1892,47.300000,608.064574,1004.000000,3.141593,-1.800000,0.000000
1893,47.325000,607.171717,1004.000000,3.141593,-1.800000,0.000000
1894,47.350000,606.278860,1004.000000,3.141593,-1.800000,0.000000
1895,47.375000,605.386003,1004.000000,3.141593,-1.800000,0.000000
1896,47.400000,604.493146,1004.000000,3.141593,-1.800000,0.000000
1897,47.425000,603.600288,1004.000000,3.141593,-1.800000,0.000000
1898,47.450000,602.707431,1004.000000,3.141593,-1.800000,0.000000
1899,47.475000,601.814574,1004.000000,3.141593,-1.800000,0.000000
1900,47.500000,600.921717,1004.000000,3.141593,-1.800000,0.000000
1901,47.525000,600.028860,1004.000000,3.141593,-1.800000,0.000000
1902,47.550000,599.136003,1004.000000,3.141593,-1.800000,0.000000
1903,47.575000,598.243146,1004.000000,3.141593,-1.800000,0.000000
1904,47.600000,597.350288,1004.000000,3.141593,-1.800000,0.000000
1905,47.625000,596.616346,1003.616346,-2.659927,-1.595204,-0.833861
1906,47.650000,595.978788,1003.000000,-2.373110,-1.294139,-1.251081
1907,47.675000,595.085931,1003.000000,3.141593,-1.800000,0.000000
1908,47.700000,594.193073,1003.000000,3.141593,-1.800000,0.000000
1909,47.725000,593.300216,1003.000000,3.141593,-1.800000,0.000000
1910,47.750000,592.407359,1003.000000,3.141593,-1.800000,0.000000
1911,47.775000,591.514502,1003.000000,3.141593,-1.800000,0.000000
1912,47.800000,590.621645,1003.000000,3.141593,-1.800000,0.000000
1913,47.825000,589.728788,1003.000000,3.141593,-1.800000,0.000000
1914,47.850000,588.835931,1003.000000,3.141593,-1.800000,0.000000
1915,47.875000,587.943073,1003.000000,3.141593,-1.800000,0.000000
1916,47.900000,587.050216,1003.000000,3.141593,-1.800000,0.000000
1917,47.925000,586.157359,1003.000000,3.141593,-1.800000,0.000000
1918,47.950000,585.264502,1003.000000,3.141593,-1.800000,0.000000
1919,47.975000,584.371645,1003.000000,3.141593,-1.800000,0.000000
1920,48.000000,583.478788,1003.000000,3.141593,-1.800000,0.000000
1921,48.025000,582.585931,1003.000000,3.141593,-1.800000,0.000000
1922,48.050000,581.693073,1003.000000,3.141593,-1.800000,0.000000
1923,48.075000,580.800216,1003.000000,3.141593,-1.800000,0.000000
1924,48.100000,579.907359,1003.000000,3.141593,-1.800000,0.000000
1925,48.125000,579.014502,1003.000000,3.141593,-1.800000,0.000000
1926,48.150000,578.121645,1003.000000,3.141593,-1.800000,0.000000
1927,48.175000,577.228788,1003.000000,3.141593,-1.800000,0.000000
1928,48.200000,576.335931,1003.000000,3.141593,-1.800000,0.000000
1929,48.225000,575.443073,1003.000000,3.141593,-1.800000,0.000000
1930,48.250000,574.550216,1003.000000,3.141593,-1.800000,0.000000
1931,48.275000,573.657359,1003.000000,3.141593,-1.800000,0.000000
1932,48.300000,572.764502,1003.000000,3.141593,-1.800000,0.000000
1933,48.325000,571.871645,1003.000000,3.141593,-1.800000,0.000000
1934,48.350000,570.978788,1003.000000,3.141593,-1.800000,0.000000
1935,48.375000,570.085931,1003.000000,3.141593,-1.800000,0.000000
1936,48.400000,569.193073,1003.000000,3.141593,-1.800000,0.000000
1937,48.425000,568.300216,1003.000000,3.141593,-1.800000,0.000000
1938,48.450000,567.407359,1003.000000,3.141593,-1.800000,0.000000
1939,48.475000,566.514502,1003.000000,3.141593,-1.800000,0.000000
1940,48.500000,565.621645,1003.000000,3.141593,-1.800000,0.000000
1941,48.525000,564.728788,1003.000000,3.141593,-1.800000,0.000000
1942,48.550000,563.835931,1003.000000,3.141593,-1.800000,0.000000
1943,48.575000,562.943073,1003.000000,3.141593,-1.800000,0.000000
1944,48.600000,562.050216,1003.000000,3.141593,-1.800000,0.000000
1945,48.625000,561.157359,1003.000000,3.141593,-1.800000,0.000000
1946,48.650000,560.264502,1003.000000,3.141593,-1.800000,0.000000
1947,48.675000,559.371645,1003.000000,3.141593,-1.800000,0.000000
1948,48.700000,558.478788,1003.000000,3.141593,-1.800000,0.000000
1949,48.725000,557.585931,1003.000000,3.141593,-1.800000,0.000000
1950,48.750000,556.693073,1003.000000,3.141593,-1.800000,0.000000
1951,48.775000,555.800216,1003.000000,3.141593,-1.800000,0.000000
1952,48.800000,554.907359,1003.000000,3.141593,-1.800000,0.000000
1953,48.825000,554.014502,1003.000000,3.141593,-1.800000,0.000000
1954,48.850000,553.121645,1003.000000,3.141593,-1.800000,0.000000
1955,48.875000,552.228788,1003.000000,3.141593,-1.800000,0.000000
1956,48.900000,551.335931,1003.000000,3.141593,-1.800000,0.000000
